Season,Name,Team,PA,BABIP,LD,GB,FB,IFFB,GB/FB,HR/FB,IFH,IFH,BUH,BUH,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone,F-Strike,SwStr,playerid
2008,Adam Lind,Blue Jays,349,.317,18.8 ,50.9 ,30.3 ,4.9 ,1.68,11.0 ,7,5.1 ,0,0.0 ,34.0 ,64.3 ,49.8 ,69.1 ,91.7 ,84.2 ,52.1 ,64.2 ,7.8 ,8027
2007,Ross Gload,Royals,346,.301,19.0 ,49.8 ,31.1 ,10.0 ,1.60,7.8 ,9,6.3 ,0,0.0 ,32.6 ,76.7 ,54.7 ,67.2 ,93.4 ,85.7 ,50.2 ,59.0 ,7.7 ,1538
2010,Juan Uribe,Giants,575,.256,15.4 ,40.1 ,44.5 ,9.8 ,0.90,12.4 ,9,5.2 ,0,0.0 ,36.0 ,77.0 ,54.8 ,59.4 ,86.4 ,76.8 ,45.9 ,60.9 ,12.4 ,454
2011,Neil Walker,Pirates,662,.315,21.2 ,43.9 ,34.9 ,6.4 ,1.26,7.0 ,10,4.7 ,1,50.0 ,31.1 ,65.0 ,45.6 ,78.9 ,89.9 ,85.6 ,42.9 ,57.4 ,6.4 ,7539
2007,So Taguchi,Cardinals,340,.315,20.1 ,50.0 ,29.9 ,6.1 ,1.67,3.7 ,11,8.0 ,1,20.0 ,18.1 ,71.7 ,47.4 ,70.9 ,93.9 ,90.0 ,54.7 ,57.1 ,4.6 ,1186
2009,Ken Griffey Jr.,Mariners,454,.220,15.6 ,37.3 ,47.1 ,11.0 ,0.79,13.1 ,5,4.3 ,1,50.0 ,20.2 ,65.1 ,41.5 ,64.0 ,86.6 ,80.8 ,47.5 ,50.2 ,7.7 ,327
2004,Royce Clayton,Rockies,652,.343,16.2 ,57.7 ,26.1 ,9.0 ,2.22,7.2 ,20,8.1 ,15,30.6 ,18.3 ,72.2 ,48.9 ,58.7 ,81.0 ,77.4 ,56.9 ,62.6 ,10.7 ,226
2004,Matthew LeCroy,Twins,287,.315,18.0 ,51.0 ,31.1 ,12.5 ,1.64,14.1 ,5,4.8 ,0,0.0 ,17.8 ,72.7 ,48.6 ,45.3 ,79.3 ,73.8 ,56.1 ,56.8 ,12.7 ,1456
2006,Matt Stairs,- - -,394,.291,17.4 ,43.2 ,39.4 ,7.7 ,1.10,12.5 ,5,4.4 ,0,0.0 ,19.1 ,63.2 ,41.1 ,49.0 ,87.3 ,78.4 ,49.9 ,56.6 ,8.7 ,1384
2009,Andy LaRoche,Pirates,590,.286,17.5 ,48.5 ,34.0 ,14.0 ,1.43,8.0 ,3,1.4 ,0,0.0 ,24.9 ,60.3 ,42.7 ,64.3 ,90.7 ,83.1 ,50.4 ,55.8 ,7.0 ,6444
2002,Craig Biggio,Astros,655,.289,18.2 ,48.0 ,33.8 ,15.8 ,1.42,9.5 ,20,8.9 ,3,30.0 ,21.2 ,72.1 ,49.8 ,40.0 ,85.4 ,76.9 ,56.1 ,62.1 ,11.5 ,549
2009,Laynce Nix,Reds,337,.272,19.8 ,37.5 ,42.7 ,14.1 ,0.88,15.2 ,4,4.6 ,0,0.0 ,32.2 ,70.1 ,50.6 ,53.6 ,88.3 ,76.9 ,48.5 ,61.1 ,11.0 ,1766
2004,Ricky Ledee,- - -,205,.276,16.9 ,51.5 ,31.5 ,9.8 ,1.63,17.1 ,3,4.5 ,0,0.0 ,15.4 ,66.2 ,40.9 ,45.5 ,80.3 ,73.8 ,50.2 ,53.7 ,10.0 ,1407
2006,Melvin Mora,Orioles,705,.300,20.0 ,39.1 ,40.8 ,10.8 ,0.96,7.5 ,15,7.4 ,8,42.1 ,24.6 ,62.4 ,44.7 ,57.4 ,89.5 ,81.2 ,53.1 ,58.0 ,8.2 ,157
2005,Mark Kotsay,Athletics,629,.285,25.5 ,38.9 ,35.5 ,5.9 ,1.10,8.0 ,2,1.0 ,5,62.5 ,17.5 ,73.3 ,49.1 ,66.7 ,94.5 ,90.2 ,56.6 ,62.3 ,4.8 ,1042
2008,Jarrod Saltalamacchia,Rangers,230,.385,27.2 ,31.2 ,41.6 ,9.6 ,0.75,5.8 ,0,0.0 ,0,0.0 ,26.2 ,66.0 ,45.1 ,45.6 ,81.0 ,70.2 ,47.5 ,53.0 ,13.1 ,5557
2003,Barry Larkin,Reds,265,.319,24.0 ,49.0 ,26.9 ,12.5 ,1.82,3.6 ,4,3.9 ,1,50.0 ,18.5 ,65.3 ,42.7 ,61.3 ,92.1 ,85.6 ,51.7 ,55.9 ,6.1 ,335
2004,Bobby Crosby,Athletics,623,.278,17.5 ,44.4 ,38.0 ,13.6 ,1.17,14.3 ,16,8.9 ,3,30.0 ,16.9 ,63.9 ,42.1 ,44.8 ,79.5 ,73.0 ,53.5 ,53.6 ,11.4 ,1818
2012,Coco Crisp,Athletics,508,.280,20.1 ,44.3 ,35.6 ,10.9 ,1.25,8.0 ,9,5.2 ,1,9.1 ,24.4 ,64.0 ,42.3 ,73.6 ,92.3 ,86.4 ,45.3 ,62.6 ,5.7 ,1572
2011,Laynce Nix,Nationals,351,.284,19.6 ,37.6 ,42.9 ,10.5 ,0.88,15.2 ,6,6.5 ,0,0.0 ,42.8 ,67.1 ,52.9 ,64.1 ,87.5 ,76.4 ,41.5 ,62.4 ,12.0 ,1766
2008,Brandon Phillips,Reds,609,.277,16.4 ,49.8 ,33.8 ,9.4 ,1.47,13.2 ,15,6.4 ,1,50.0 ,33.4 ,74.6 ,54.0 ,52.0 ,89.6 ,77.9 ,49.9 ,63.2 ,11.6 ,791
2010,Shelley Duncan,Indians,259,.294,15.6 ,28.6 ,55.8 ,15.1 ,0.51,12.8 ,4,9.1 ,0,0.0 ,35.9 ,63.2 ,48.1 ,60.7 ,82.3 ,73.4 ,44.5 ,60.2 ,12.5 ,3620
2003,Fred McGriff,Dodgers,329,.280,26.0 ,39.4 ,34.6 ,13.8 ,1.14,16.3 ,2,2.2 ,0,0.0 ,20.8 ,74.4 ,46.4 ,41.8 ,85.4 ,75.2 ,47.8 ,59.9 ,11.4 ,293
2002,Benito Santiago,Giants,517,.295,21.2 ,47.4 ,31.4 ,8.5 ,1.51,12.4 ,14,7.2 ,0,0.0 ,19.9 ,79.2 ,54.4 ,46.7 ,85.7 ,79.7 ,58.2 ,62.3 ,11.0 ,1130
2005,Mark Grudzielanek,Cardinals,563,.333,24.6 ,47.1 ,28.3 ,8.7 ,1.66,6.3 ,21,10.0 ,1,100.0 ,26.7 ,68.9 ,50.3 ,58.6 ,90.0 ,82.6 ,55.8 ,61.6 ,8.6 ,653
2006,Damion Easley,Diamondbacks,220,.230,14.9 ,45.3 ,39.8 ,21.9 ,1.14,14.1 ,5,6.8 ,0,0.0 ,19.6 ,60.7 ,40.8 ,55.8 ,91.4 ,83.1 ,51.7 ,58.2 ,6.8 ,464
2006,Marcus Giles,Braves,626,.304,21.8 ,42.2 ,36.0 ,3.1 ,1.18,6.9 ,13,6.9 ,3,37.5 ,20.7 ,73.0 ,48.0 ,62.8 ,84.5 ,80.1 ,52.2 ,61.5 ,9.3 ,89
2005,Craig Counsell,Diamondbacks,670,.276,20.7 ,48.7 ,30.6 ,11.7 ,1.59,5.8 ,11,4.5 ,4,33.3 ,13.7 ,55.3 ,36.0 ,71.3 ,95.3 ,91.1 ,53.6 ,55.8 ,3.1 ,52
2008,Willy Aybar,Rays,362,.266,20.5 ,39.9 ,39.6 ,13.6 ,1.01,9.1 ,3,2.7 ,3,75.0 ,22.5 ,62.2 ,42.7 ,75.3 ,92.1 ,87.7 ,50.9 ,56.1 ,5.1 ,2192
2006,Brandon Phillips,Reds,587,.300,19.2 ,46.1 ,34.7 ,5.8 ,1.33,11.0 ,8,3.9 ,4,36.4 ,27.1 ,72.5 ,52.2 ,48.6 ,86.9 ,78.0 ,55.2 ,63.4 ,11.3 ,791
2005,Corey Koskie,Blue Jays,404,.302,19.5 ,45.1 ,35.3 ,12.8 ,1.28,11.7 ,3,2.5 ,0,0.0 ,19.5 ,70.5 ,44.6 ,38.7 ,83.7 ,73.8 ,49.3 ,53.0 ,11.5 ,738
2005,Joe Crede,White Sox,471,.250,19.0 ,35.6 ,45.4 ,24.0 ,0.78,13.2 ,4,3.1 ,0,0.0 ,30.0 ,78.5 ,55.7 ,61.4 ,86.7 ,80.3 ,53.1 ,62.9 ,10.7 ,227
2002,Mark Grace,Diamondbacks,348,.258,23.6 ,42.8 ,33.6 ,8.8 ,1.27,7.7 ,4,3.4 ,0,0.0 ,10.2 ,67.5 ,39.9 ,57.4 ,92.4 ,88.1 ,51.9 ,54.3 ,4.6 ,56
2012,Chris Iannetta,Angels,253,.288,20.4 ,43.8 ,35.8 ,15.5 ,1.22,15.5 ,0,0.0 ,0,0.0 ,20.9 ,71.0 ,45.2 ,52.3 ,80.5 ,73.7 ,48.5 ,61.3 ,11.6 ,8267
2008,Lastings Milledge,Nationals,587,.300,20.1 ,45.3 ,34.6 ,14.4 ,1.31,9.6 ,18,9.4 ,9,52.9 ,31.7 ,67.6 ,50.1 ,61.1 ,86.5 ,78.7 ,51.2 ,60.7 ,10.4 ,6441
2002,Dave Roberts,Dodgers,479,.309,19.1 ,53.1 ,27.8 ,18.3 ,1.91,3.2 ,14,7.9 ,15,34.9 ,12.7 ,54.1 ,35.5 ,62.4 ,93.9 ,88.8 ,55.1 ,56.4 ,4.7 ,670
2008,Delmon Young,Twins,623,.338,17.1 ,55.2 ,27.8 ,1.5 ,1.98,7.6 ,17,6.5 ,0,0.0 ,39.9 ,79.5 ,59.7 ,57.1 ,86.4 ,76.6 ,50.0 ,60.8 ,13.6 ,2140
2004,Brad Fullmer,Rangers,290,.224,13.9 ,47.4 ,38.7 ,15.7 ,1.22,12.4 ,6,5.5 ,0,0.0 ,16.3 ,77.3 ,49.6 ,67.7 ,87.4 ,84.5 ,54.6 ,52.4 ,7.4 ,13
2012,Starlin Castro,Cubs,691,.315,20.5 ,47.5 ,32.0 ,9.1 ,1.48,8.0 ,21,8.0 ,0,0.0 ,37.4 ,64.9 ,50.2 ,71.2 ,91.1 ,83.1 ,46.4 ,62.7 ,8.3 ,4579
2003,Ruben Sierra,- - -,336,.292,25.6 ,44.7 ,29.8 ,12.8 ,1.50,11.5 ,9,7.7 ,0,0.0 ,23.7 ,73.5 ,46.9 ,51.4 ,90.5 ,79.9 ,46.5 ,56.6 ,9.3 ,1099
2005,Kelly Johnson,Braves,334,.295,25.6 ,44.2 ,30.2 ,15.4 ,1.46,13.8 ,8,8.4 ,0,0.0 ,13.9 ,66.9 ,42.3 ,33.0 ,87.4 ,79.1 ,53.7 ,58.1 ,8.8 ,2234
2003,Eric Munson,Tigers,357,.237,18.2 ,41.9 ,39.9 ,7.8 ,1.05,17.5 ,6,5.6 ,0,0.0 ,21.8 ,66.5 ,43.9 ,58.3 ,84.9 ,78.3 ,49.5 ,61.6 ,9.5 ,481
2009,Elijah Dukes,Nationals,416,.291,16.2 ,43.6 ,40.2 ,9.4 ,1.09,6.8 ,13,10.2 ,2,100.0 ,26.1 ,78.4 ,50.9 ,46.3 ,83.9 ,73.8 ,47.4 ,63.2 ,13.0 ,4946
2008,Nick Punto,Twins,377,.335,20.5 ,44.7 ,34.8 ,22.1 ,1.28,2.1 ,6,4.9 ,7,46.7 ,21.5 ,56.2 ,40.6 ,80.7 ,93.8 ,90.7 ,55.1 ,59.7 ,3.7 ,1429
2004,Morgan Ensberg,Astros,456,.287,20.4 ,45.1 ,34.5 ,10.2 ,1.31,7.9 ,14,8.4 ,2,33.3 ,11.8 ,68.8 ,43.7 ,53.2 ,89.4 ,85.1 ,55.9 ,57.0 ,6.8 ,556
2007,Kurt Suzuki,Athletics,248,.267,15.9 ,39.2 ,44.9 ,6.3 ,0.87,8.9 ,4,5.8 ,2,33.3 ,22.4 ,65.3 ,44.2 ,72.3 ,87.3 ,83.5 ,51.0 ,59.3 ,7.1 ,8259
2004,Jason Giambi,Yankees,322,.223,9.8 ,40.0 ,50.2 ,8.7 ,0.80,11.7 ,3,3.7 ,0,0.0 ,11.5 ,68.7 ,41.1 ,50.7 ,84.6 ,80.0 ,51.8 ,52.5 ,8.1 ,818
2005,Adam Kennedy,Angels,460,.348,24.8 ,40.1 ,35.2 ,6.6 ,1.14,1.6 ,7,5.0 ,5,38.5 ,21.6 ,72.8 ,48.9 ,61.5 ,90.5 ,84.5 ,53.3 ,58.9 ,7.2 ,19
2005,Carlos Beltran,Mets,650,.292,19.2 ,43.8 ,37.0 ,14.4 ,1.18,8.8 ,25,11.7 ,3,42.9 ,16.3 ,66.6 ,43.3 ,52.2 ,90.2 ,83.6 ,53.6 ,56.2 ,7.0 ,589
2008,Casey Kotchman,- - -,573,.272,17.8 ,52.7 ,29.5 ,13.2 ,1.78,9.7 ,10,3.9 ,0,0.0 ,28.3 ,69.3 ,48.4 ,75.9 ,95.9 ,89.9 ,48.8 ,56.2 ,4.7 ,1930
2009,Aaron Rowand,Giants,546,.318,16.0 ,45.1 ,38.9 ,13.0 ,1.16,10.3 ,9,5.3 ,2,100.0 ,32.1 ,70.8 ,51.4 ,52.0 ,85.2 ,74.9 ,50.0 ,61.5 ,12.8 ,254
2002,Placido Polanco,- - -,595,.299,23.3 ,50.7 ,26.0 ,10.9 ,1.95,7.0 ,17,6.7 ,8,36.4 ,19.4 ,71.7 ,50.2 ,60.5 ,93.8 ,88.5 ,58.8 ,60.2 ,5.7 ,1176
2007,David DeJesus,Royals,703,.289,18.7 ,45.6 ,35.7 ,9.2 ,1.28,3.8 ,14,5.9 ,4,26.7 ,22.1 ,59.1 ,40.6 ,75.3 ,95.6 ,90.1 ,50.1 ,61.5 ,3.9 ,1825
2005,Freddy Sanchez,Pirates,492,.306,24.5 ,43.6 ,31.9 ,7.5 ,1.37,3.8 ,14,7.7 ,2,28.6 ,21.4 ,62.7 ,44.0 ,68.9 ,96.2 ,90.2 ,54.8 ,56.9 ,4.3 ,1624
2011,J.D. Martinez,Astros,226,.325,27.6 ,36.8 ,35.6 ,5.2 ,1.03,10.3 ,4,6.7 ,0,0.0 ,35.8 ,73.4 ,52.3 ,53.9 ,85.6 ,73.5 ,44.1 ,60.2 ,13.3 ,6184
2008,Jacoby Ellsbury,Red Sox,609,.312,20.3 ,51.7 ,27.9 ,17.8 ,1.85,7.0 ,18,7.5 ,11,57.9 ,26.2 ,58.8 ,43.4 ,75.6 ,94.4 ,89.0 ,53.0 ,62.9 ,4.7 ,4727
2004,Julio Lugo,Devil Rays,655,.321,17.8 ,49.7 ,32.5 ,7.8 ,1.53,4.6 ,16,6.8 ,9,47.4 ,13.5 ,63.3 ,40.6 ,50.7 ,88.0 ,82.4 ,54.4 ,60.2 ,7.1 ,565
2010,Yorvit Torrealba,Padres,363,.321,20.0 ,54.9 ,25.1 ,12.5 ,2.19,10.9 ,13,9.3 ,3,60.0 ,26.8 ,63.9 ,44.4 ,64.4 ,84.7 ,78.2 ,47.5 ,59.0 ,9.1 ,1135
2004,Jody Gerut,Indians,548,.266,16.6 ,45.7 ,37.7 ,15.7 ,1.21,6.9 ,12,6.2 ,2,33.3 ,13.6 ,68.9 ,43.0 ,59.3 ,90.6 ,86.0 ,53.2 ,57.1 ,5.9 ,1696
2004,Terrence Long,Padres,313,.343,18.6 ,47.9 ,33.5 ,7.4 ,1.43,3.7 ,3,2.6 ,0,0.0 ,17.8 ,73.9 ,49.6 ,48.2 ,87.2 ,81.1 ,56.6 ,58.5 ,8.8 ,927
2006,Aaron Rowand,Phillies,445,.295,22.0 ,44.2 ,33.8 ,10.8 ,1.31,10.8 ,15,10.3 ,0,0.0 ,27.7 ,70.8 ,50.0 ,54.0 ,90.5 ,80.8 ,51.9 ,54.2 ,9.5 ,254
2007,Eric Chavez,Athletics,379,.264,17.1 ,36.4 ,46.5 ,24.0 ,0.78,12.0 ,4,4.1 ,0,0.0 ,26.7 ,68.7 ,48.1 ,66.5 ,81.2 ,77.2 ,50.9 ,61.0 ,10.7 ,906
2002,Andres Galarraga,Expos,334,.327,22.9 ,45.8 ,31.3 ,11.9 ,1.46,13.4 ,4,4.1 ,0,0.0 ,23.6 ,77.0 ,49.7 ,39.2 ,75.5 ,66.7 ,48.9 ,56.0 ,16.1 ,1390
2004,Josh Phelps,- - -,401,.290,19.4 ,53.0 ,27.6 ,9.1 ,1.92,22.1 ,10,6.8 ,0,0.0 ,21.8 ,69.5 ,47.9 ,41.9 ,80.4 ,72.4 ,54.6 ,65.6 ,13.1 ,1318
2006,Aaron Hill,Blue Jays,606,.319,19.2 ,46.2 ,34.6 ,6.5 ,1.33,3.6 ,9,4.0 ,0,0.0 ,18.7 ,62.4 ,42.7 ,61.3 ,93.2 ,86.9 ,54.9 ,56.8 ,5.4 ,6104
2003,Jason LaRue,Reds,437,.277,18.5 ,41.1 ,40.4 ,11.0 ,1.02,14.7 ,7,6.3 ,1,33.3 ,29.2 ,77.4 ,52.4 ,38.7 ,76.7 ,65.8 ,48.2 ,59.5 ,17.9 ,337
2004,Frank Catalanotto,Blue Jays,274,.330,27.4 ,44.7 ,27.9 ,9.8 ,1.61,1.6 ,9,9.2 ,0,0.0 ,16.6 ,67.7 ,47.2 ,73.0 ,91.1 ,88.6 ,59.8 ,60.2 ,5.4 ,1241
2002,Daryle Ward,Astros,491,.311,24.8 ,35.7 ,39.5 ,19.6 ,0.91,8.1 ,5,3.7 ,0,0.0 ,22.3 ,69.1 ,46.4 ,52.0 ,85.3 ,77.5 ,51.5 ,53.4 ,10.3 ,579
2012,Yonder Alonso,Padres,619,.318,23.7 ,45.0 ,31.3 ,2.8 ,1.44,6.4 ,10,4.9 ,1,50.0 ,29.3 ,74.8 ,48.5 ,63.6 ,90.2 ,80.9 ,42.2 ,59.3 ,8.9 ,2530
2012,B.J. Upton,Rays,633,.294,18.6 ,40.3 ,41.1 ,10.1 ,0.98,16.7 ,16,9.7 ,1,14.3 ,32.7 ,75.0 ,52.0 ,57.0 ,77.8 ,70.6 ,45.5 ,65.4 ,14.9 ,5015
2012,Hunter Pence,- - -,688,.290,17.0 ,51.1 ,31.9 ,7.9 ,1.60,15.8 ,17,7.0 ,2,50.0 ,33.4 ,68.4 ,48.0 ,59.5 ,81.6 ,72.6 ,41.6 ,61.5 ,12.9 ,8252
2012,Michael Brantley,Indians,609,.310,22.5 ,48.7 ,28.8 ,5.6 ,1.69,4.2 ,12,5.0 ,2,66.7 ,22.9 ,61.3 ,40.8 ,83.3 ,96.0 ,92.2 ,46.6 ,58.1 ,3.0 ,4106
2006,Orlando Cabrera,Angels,675,.294,17.2 ,39.4 ,43.5 ,13.2 ,0.91,3.7 ,18,8.2 ,0,0.0 ,24.2 ,60.2 ,43.6 ,71.3 ,92.6 ,87.1 ,54.0 ,58.8 ,5.5 ,766
2002,Michael Barrett,Expos,428,.286,20.0 ,50.5 ,29.5 ,7.5 ,1.71,12.9 ,9,5.7 ,0,0.0 ,19.9 ,70.8 ,47.1 ,60.1 ,85.1 ,80.2 ,53.4 ,57.2 ,8.8 ,762
2005,Michael Morse,Mariners,258,.341,25.4 ,44.8 ,29.8 ,5.6 ,1.50,5.6 ,5,6.2 ,0,0.0 ,21.9 ,67.1 ,46.0 ,43.3 ,84.5 ,75.4 ,53.4 ,60.9 ,11.0 ,3035
2009,Edwin Encarnacion,- - -,338,.245,17.5 ,36.7 ,45.9 ,10.5 ,0.80,12.4 ,3,3.6 ,0,0.0 ,21.6 ,66.9 ,43.1 ,64.0 ,87.1 ,81.0 ,47.4 ,54.7 ,7.9 ,2151
2010,Cody Ross,- - -,569,.324,20.7 ,45.6 ,33.7 ,9.5 ,1.35,10.2 ,13,7.0 ,0,0.0 ,33.0 ,62.7 ,47.1 ,65.9 ,85.0 ,78.0 ,47.6 ,59.1 ,10.0 ,1760
2006,Juan Encarnacion,Cardinals,598,.297,20.0 ,45.5 ,34.5 ,17.7 ,1.32,11.6 ,15,6.9 ,0,0.0 ,30.4 ,68.5 ,50.6 ,51.6 ,89.0 ,78.4 ,53.0 ,58.0 ,10.7 ,320
2005,Aaron Hill,Blue Jays,407,.299,23.1 ,41.0 ,35.8 ,7.8 ,1.15,2.6 ,12,9.0 ,0,0.0 ,15.4 ,69.0 ,44.8 ,55.9 ,91.6 ,86.1 ,54.9 ,61.2 ,6.4 ,6104
2003,Eric Young,- - -,541,.249,21.6 ,42.8 ,35.6 ,16.7 ,1.20,10.0 ,11,6.1 ,3,21.4 ,15.6 ,62.9 ,40.3 ,64.2 ,94.5 ,88.9 ,52.3 ,55.1 ,4.6 ,716
2007,Rob Mackowiak,- - -,329,.326,18.5 ,54.5 ,27.0 ,8.3 ,2.02,10.0 ,7,5.8 ,2,100.0 ,29.8 ,72.9 ,51.3 ,54.4 ,82.8 ,74.5 ,49.9 ,59.9 ,12.8 ,995
2008,Kurt Suzuki,Athletics,588,.310,18.9 ,45.2 ,35.9 ,8.5 ,1.26,4.2 ,9,4.3 ,2,50.0 ,19.5 ,60.1 ,41.1 ,67.5 ,92.2 ,86.7 ,53.2 ,55.8 ,5.4 ,8259
2012,Jimmy Rollins,Phillies,699,.262,19.0 ,39.4 ,41.6 ,19.0 ,0.95,10.4 ,9,4.3 ,3,30.0 ,27.8 ,57.2 ,40.5 ,76.1 ,93.7 ,86.8 ,43.0 ,57.5 ,5.2 ,971
2005,Cory Sullivan,Rockies,424,.361,32.3 ,43.6 ,24.1 ,2.9 ,1.81,5.9 ,7,5.7 ,10,35.7 ,20.7 ,70.6 ,48.9 ,46.4 ,89.6 ,81.7 ,56.5 ,58.7 ,9.5 ,1940
2005,Aaron Rowand,White Sox,640,.316,20.9 ,51.2 ,27.9 ,14.1 ,1.84,10.2 ,13,5.5 ,2,16.7 ,26.5 ,75.2 ,52.7 ,48.2 ,86.8 ,77.8 ,53.8 ,63.1 ,11.5 ,254
2002,Jared Sandberg,Devil Rays,401,.315,18.6 ,44.8 ,36.7 ,22.2 ,1.22,22.2 ,7,7.1 ,0,0.0 ,21.9 ,70.0 ,47.2 ,23.2 ,69.2 ,59.1 ,52.6 ,64.3 ,19.3 ,1224
2008,Brian Buscher,Twins,245,.335,27.9 ,33.3 ,38.8 ,9.9 ,0.86,5.6 ,2,3.3 ,0,0.0 ,22.6 ,67.5 ,45.4 ,52.3 ,90.2 ,80.9 ,50.7 ,56.7 ,8.6 ,6234
2005,Rickie Weeks,Brewers,414,.290,20.5 ,48.7 ,30.8 ,11.1 ,1.58,16.0 ,13,10.2 ,1,25.0 ,18.9 ,62.6 ,41.8 ,39.0 ,82.4 ,73.1 ,52.5 ,53.1 ,11.4 ,1849
2006,Corey Patterson,Orioles,499,.316,21.1 ,38.9 ,40.1 ,17.8 ,0.97,11.9 ,11,8.4 ,21,51.2 ,37.5 ,75.2 ,57.4 ,56.9 ,87.1 ,77.7 ,52.7 ,67.3 ,12.6 ,300
2012,Elvis Andrus,Rangers,711,.332,21.9 ,57.1 ,21.0 ,5.5 ,2.72,2.8 ,26,8.8 ,9,27.3 ,23.1 ,54.5 ,39.0 ,73.5 ,93.5 ,87.7 ,50.6 ,59.9 ,4.6 ,8709
2002,Richard Hidalgo,Astros,439,.262,20.7 ,32.5 ,46.9 ,10.5 ,0.69,10.5 ,6,6.1 ,0,0.0 ,16.3 ,66.7 ,43.6 ,50.4 ,83.4 ,77.8 ,54.3 ,59.7 ,9.7 ,561
2012,Reed Johnson,- - -,288,.366,23.9 ,56.7 ,19.4 ,7.7 ,2.92,7.7 ,13,11.4 ,5,71.4 ,43.2 ,63.0 ,52.3 ,71.2 ,81.2 ,76.7 ,45.9 ,64.9 ,12.0 ,1702
2002,Lou Merloni,Red Sox,222,.282,21.9 ,36.9 ,41.3 ,18.2 ,0.89,6.1 ,4,6.8 ,0,0.0 ,15.0 ,63.1 ,41.8 ,37.7 ,87.2 ,79.4 ,55.8 ,52.3 ,8.6 ,201
2010,Placido Polanco,Phillies,602,.312,20.2 ,45.1 ,34.6 ,6.2 ,1.30,3.4 ,10,4.3 ,0,0.0 ,27.0 ,62.8 ,45.9 ,79.0 ,96.2 ,91.4 ,52.8 ,60.0 ,3.8 ,1176
2004,Jacque Jones,Twins,608,.282,14.2 ,55.7 ,30.2 ,7.7 ,1.85,18.5 ,14,5.8 ,3,30.0 ,21.9 ,79.5 ,51.9 ,35.5 ,79.0 ,70.1 ,52.0 ,57.6 ,14.8 ,735
2006,Nick Punto,Twins,524,.332,23.6 ,46.3 ,30.1 ,7.8 ,1.54,0.9 ,13,7.3 ,7,26.9 ,20.5 ,65.1 ,44.2 ,74.1 ,90.7 ,87.1 ,53.2 ,58.4 ,5.5 ,1429
2010,Aramis Ramirez,Cubs,507,.245,15.8 ,27.4 ,56.8 ,12.0 ,0.48,11.6 ,6,5.8 ,0,0.0 ,33.0 ,76.1 ,52.9 ,67.9 ,85.3 ,79.4 ,46.1 ,62.7 ,10.5 ,1002
2008,Gary Sheffield,Tigers,482,.237,14.3 ,42.9 ,42.9 ,16.7 ,1.00,13.2 ,9,6.3 ,0,0.0 ,21.1 ,59.2 ,40.3 ,65.9 ,89.1 ,83.0 ,50.4 ,50.2 ,6.6 ,114
2006,David Bell,- - -,566,.292,23.4 ,44.2 ,32.4 ,16.1 ,1.36,7.0 ,7,3.6 ,0,0.0 ,20.8 ,66.2 ,45.1 ,61.5 ,94.6 ,87.5 ,53.6 ,59.0 ,5.5 ,1108
2002,Jeffrey Hammonds,Brewers,510,.294,20.9 ,39.4 ,39.7 ,11.0 ,0.99,6.2 ,14,9.7 ,0,0.0 ,14.0 ,74.4 ,47.2 ,42.5 ,85.1 ,79.4 ,55.0 ,59.0 ,9.9 ,687
2010,Scott Podsednik,- - -,595,.338,18.7 ,50.3 ,31.0 ,5.1 ,1.62,4.3 ,18,8.0 ,7,25.9 ,25.2 ,52.2 ,38.6 ,81.1 ,94.8 ,90.3 ,49.5 ,61.5 ,3.7 ,1095
2003,Rich Aurilia,Giants,545,.308,23.9 ,37.0 ,39.1 ,16.5 ,0.95,7.9 ,12,7.7 ,6,85.7 ,22.9 ,69.1 ,46.7 ,56.8 ,86.0 ,79.1 ,51.6 ,59.3 ,10.0 ,1106
2010,Brennan Boesch,Tigers,512,.297,15.2 ,45.1 ,39.7 ,16.4 ,1.14,9.6 ,11,6.6 ,0,0.0 ,41.1 ,81.0 ,57.3 ,66.6 ,86.7 ,78.2 ,40.7 ,62.9 ,12.1 ,914
2003,Mark Kotsay,Padres,541,.307,25.1 ,45.7 ,29.1 ,4.3 ,1.57,6.0 ,6,3.3 ,1,25.0 ,22.3 ,74.9 ,48.2 ,60.3 ,85.7 ,79.7 ,49.3 ,55.5 ,9.7 ,1042
2011,Alexei Ramirez,White Sox,684,.288,19.3 ,45.5 ,35.2 ,15.6 ,1.29,8.1 ,19,7.9 ,2,14.3 ,35.5 ,62.8 ,47.9 ,74.8 ,91.9 ,85.0 ,45.6 ,59.2 ,6.9 ,5133
2011,Domonic Brown,Phillies,210,.276,18.0 ,46.7 ,35.3 ,11.3 ,1.32,9.4 ,7,10.0 ,0,0.0 ,28.9 ,68.4 ,44.4 ,71.8 ,89.4 ,82.5 ,39.2 ,57.1 ,7.7 ,3154
2003,Mike Bordick,Blue Jays,379,.319,24.0 ,40.6 ,35.3 ,13.0 ,1.15,5.0 ,5,4.3 ,0,0.0 ,19.1 ,60.8 ,41.1 ,65.7 ,89.1 ,84.0 ,52.8 ,59.9 ,6.6 ,129
2005,Jay Payton,- - -,435,.263,20.3 ,40.4 ,39.3 ,14.0 ,1.03,12.6 ,9,6.1 ,0,0.0 ,25.0 ,72.0 ,50.5 ,61.3 ,94.7 ,87.1 ,54.1 ,65.1 ,6.1 ,890
